eITMS Code,Manufacturer,Model,Lab,Aisle,Location In Aisle,Financial Owner Department,Status,Serial Number,Project Name,Project Organization,Project ID
000A951,CISCO,R200-1120402W,RTP10 SDU Lab,F,29,020022838,ACTIVE,QCI1539A3KM,SDU CVF,SDU-RTP10,2
000A956,CISCO,R200-1120402W,RTP10 SDU Lab,F,29,020022838,ACTIVE,QCI1539A7ES,SDU CVF,SDU-RTP10,2
000A95B,CISCO,R200-1120402W,RTP10 SDU Lab,F,29,020022838,ACTIVE,QCI1539A7CV,SDU CVF,SDU-RTP10,2
000A95F,CISCO,R200-1120402W,RTP10 SDU Lab,F,29,020022838,ACTIVE,QCI1539A3ET,SDU CVF,SDU-RTP10,2
000A96D,CISCO,R200-1120402W,RTP10 SDU Lab,F,29,020022838,ACTIVE,QCI1539A7F1,SDU CVF,SDU-RTP10,2
000A979,CISCO,DS-X9224-96K9,RTP10 SDU Lab,FF,30,020022838,ACTIVE,JAF1518AKSN,SDU CVF,SDU-RTP10,2
000A985,CISCO,DS-X9224-96K9,RTP10 SDU Lab,JJ,24,020022838,ACTIVE,JAF1518CKGR,SDU Spares,SDU-RTP10,3
000AA31,CISCO,N7K-M108X2-12L,RTP10 SDU Lab,G,24,020022838,ACTIVE,JAF1513CRAS,SDU CVF,SDU-RTP10,2
000AA32,CISCO,N7K-M108X2-12L,RTP10 SDU Lab,G,20,020022838,ACTIVE,JAF1513BNAD,SDU CVF,SDU-RTP10,2
000AA33,CISCO,N7K-M108X2-12L,RTP10 SDU Lab,G,24,020022838,ACTIVE,JAF1513DCMG,SDU CVF,SDU-RTP10,2
000AA34,CISCO,N7K-M108X2-12L,RTP10 SDU Lab,G,24,020022838,ACTIVE,JAF1513CQPQ,SDU CVF,SDU-RTP10,2
000AA38,CISCO,N7K-M108X2-12L,RTP10 SDU Lab,G,21,020022838,ACTIVE,JAF1513CRCS,SDU CVF,SDU-RTP10,2
000C64B,CISCO,ASR1000-ESP10,RTP10 SDU Lab,D,26,020022838,ACTIVE,SNNO-000C64B,SDU Spares,SDU-RTP10,3
000C64E,CISCO,ASR1000-ESP10,RTP10 SDU Lab,DD,25,020022838,ACTIVE,SNNO-000C64E,SDU Spares,SDU-RTP10,3
000CD31,RARITAN (RCI),MCC16,RTP10 SDU Lab,CC,16,020022838,ACTIVE,HK57100010,SDU Spares,SDU-RTP10,3
000D3D4,CISCO,WS-X6704-10GE,RTP10 SDU Lab,I,07,020022838,ACTIVE,SAL1030W4JW,SDU Spares,SDU-RTP10,3
000D3E2,CISCO,WS-SUP720-3BXL,RTP10 SDU Lab,HH,13,020022838,ACTIVE,SAL1030WM0C,SDU VMDC Ent,SDU-RTP10,4
000DAED,CISCO,IPS-4240-K9,RTP10 SDU Lab,EE,11,020022838,ACTIVE,JAB0815R0NU,SDU Spares,SDU-RTP10,3
000DB05,CISCO,ACE20-MOD-K9,RTP10 SDU Lab,DD,27,020022838,ACTIVE,SAD114802FJ,SDU Spares,SDU-RTP10,3
000EC58,CISCO,NM-2FE2W-V2,RTP10 SDU Lab,II,13,020022838,ACTIVE,JAE08041RAX-DUPLICATE,SDU Spares,SDU-RTP10,3
000EC75,CISCO,NM-2FE2W-V2,RTP10 SDU Lab,II,13,020022838,ACTIVE,JAE080121D8,SDU Spares,SDU-RTP10,3
000EF2F,CISCO,WS-X6724-SFP,RTP10 SDU Lab,J,23,020022838,ACTIVE,SAL09296098,SDU Spares,SDU-RTP10,3
000EF33,CISCO,WS-X6704-10GE,RTP10 SDU Lab,I,13,020022838,ACTIVE,SAL09391B74,SDU Spares,SDU-RTP10,3
000EF3E,CISCO,WS-X6704-10GE,RTP10 SDU Lab,I,07,020022838,ACTIVE,SAL09528ZWW,SDU Spares,SDU-RTP10,3
000F6FA,CISCO,UCS-FI-6248UP-UPG,RTP10 SDU Lab,EE,29,020022838,ACTIVE,SSI15510GNX,SDU CVF,SDU-RTP10,2
000F748,CISCO,UCS-FI-6248UP-UPG,RTP10 SDU Lab,EE,29,020022838,ACTIVE,SSI15510PYM,SDU CVF,SDU-RTP10,2
0011359,CISCO,ASA5585-S20X-K9,RTP10 SDU Lab,G,20,020022838,ACTIVE,JMX1539701E,SDU CVF,SDU-RTP10,2
0011374,EMC2,SYMMETRIX,RTP10 SDU Lab,H,17,020022838,ACTIVE,JAC00093500003,SDU Spares,SDU-RTP10,3
0011375,EMC2,SYMMETRIX,RTP10 SDU Lab,H,18,020022838,ACTIVE,JAC00094400136,SDU Spares,SDU-RTP10,3
00123AF,CISCO,N10-E0440,RTP10 SDU Lab,D,11,020022838,ACTIVE,FOC15200FZG,SDU Spares,SDU-RTP10,3
00126CE,CISCO,N10-E0440,RTP10 SDU Lab,D,11,020022838,ACTIVE,FOC15200FZL,SDU Spares,SDU-RTP10,3
0013F6D,CISCO,N20-C6508,RTP10 SDU Lab,EE,26,020022838,ACTIVE,FOX1539GC1C,SDU CVF,SDU-RTP10,2
001BFE5,RARITAN (RCI),PX2-5902,RTP10 SDU Lab,E,13,020022838,ACTIVE,QC62550103,SDU Spares,SDU-RTP10,3
001BFE9,CISCO,N20-I6584,RTP10 SDU Lab,G,23,020022838,ACTIVE,QCI1421A9DE,SDU CVF,SDU-RTP10,2
001BFEA,RARITAN (RCI),PX2-5902,RTP10 SDU Lab,I,09,020022838,ACTIVE,QC62550314,SDU Spares,SDU-RTP10,3
001BFEC,CISCO,ASA-SSP-20-INC,RTP10 SDU Lab,G,28,020022838,ACTIVE,JAD163901CO,SDU CVF,SDU-RTP10,2
001BFF0,RARITAN (RCI),PX2-5902,RTP10 SDU Lab,I,07,020022838,ACTIVE,QC62550277,SDU Spares,SDU-RTP10,3
001BFFB,RARITAN (RCI),PX2-5902,RTP10 SDU Lab,I,08,020022838,ACTIVE,QC62550278,SDU Spares,SDU-RTP10,3
001C000,RARITAN (RCI),PX2-5902,RTP10 SDU Lab,I,10,020022838,ACTIVE,QC62550015,SDU Spares,SDU-RTP10,3
001C001,CISCO,N7K-SUP2E,RTP10 SDU Lab,GG,08,020022838,ACTIVE,JAF1638APHB,SDU VMDC Ent,SDU-RTP10,4
001C002,CISCO,UCS-FI-E16UP,RTP10 SDU Lab,HH,09,020022838,ACTIVE,FOC15491Z4K,SDU VMDC Ent,SDU-RTP10,4
001C003,RARITAN (RCI),PX2-5902,RTP10 SDU Lab,I,06,020022838,ACTIVE,QC62550052,SDU Spares,SDU-RTP10,3
001C00C,RARITAN (RCI),PX2-5902,RTP10 SDU Lab,I,11,020022838,ACTIVE,QC62550301,SDU Spares,SDU-RTP10,3
001C00E,MRV,LX-5250-24VYS1,RTP10 SDU Lab,EE,29,020022838,ACTIVE,AABC0000694,SDU CVF,SDU-RTP10,2
001C014,CISCO,N7K-SUP2E,RTP10 SDU Lab,HH,07,020022838,ACTIVE,JAF1633BSHS,SDU VMDC Ent,SDU-RTP10,4
001C338,RARITAN (RCI),PX2-5902,RTP10 SDU Lab,K,18,020022838,ACTIVE,QC62550086,SDU Spares,SDU-RTP10,3
001C344,RARITAN (RCI),PX2-5902,RTP10 SDU Lab,I,04,020022838,ACTIVE,QC62550283,SDU Spares,SDU-RTP10,3
001C346,RARITAN (RCI),PX2-5902,RTP10 SDU Lab,I,03,020022838,ACTIVE,QC62550192,SDU Spares,SDU-RTP10,3
001C36E,RARITAN (RCI),PX2-5902,RTP10 SDU Lab,K,17,020022838,ACTIVE,QC62550085,SDU Spares,SDU-RTP10,3
001C382,RARITAN (RCI),PX2-5902,RTP10 SDU Lab,K,19,020022838,ACTIVE,QC62550098,SDU Spares,SDU-RTP10,3
001C3CF,RARITAN (RCI),PX2-5902,RTP10 SDU Lab,I,12,020022838,ACTIVE,QC62550308,SDU Spares,SDU-RTP10,3
001C40A,RARITAN (RCI),PX2-5902,RTP10 SDU Lab,I,13,020022838,ACTIVE,QC62550279,SDU Spares,SDU-RTP10,3
001C644,CISCO,ASA-SSP-60-INC,RTP10 SDU Lab,HH,11,020022838,ACTIVE,JAF1535ALGG,SDU VMDC Ent,SDU-RTP10,4
001C666,CISCO,ASA-SSP-20-INC,RTP10 SDU Lab,G,28,020022838,ACTIVE,JAD163903U9,SDU CVF,SDU-RTP10,2
001C668,CISCO,UCS-FI-E16UP,RTP10 SDU Lab,HH,09,020022838,ACTIVE,FOC155028F9,SDU VMDC Ent,SDU-RTP10,4
001C67A,CISCO,ASA5585S60-10K-K9,RTP10 SDU Lab,HH,11,020022838,ACTIVE,JMX164070B1,SDU VMDC Ent,SDU-RTP10,4
001C68C,CISCO,ASA5585-S20X-K9,RTP10 SDU Lab,G,28,020022838,ACTIVE,JMX164070A9,SDU CVF,SDU-RTP10,2
001C68D,CISCO,ASA5585S60-10K-K9,RTP10 SDU Lab,HH,12,020022838,ACTIVE,JMX164070BG,SDU VMDC Ent,SDU-RTP10,4
001C791,CISCO,RACK-UCS,RTP10 SDU Lab,F,24,020022838,ACTIVE,ROH12180132,SDU CVF,SDU-RTP10,2
001C796,CISCO,UCS-FI-E16UP,RTP10 SDU Lab,GG,07,020022838,ACTIVE,FOC15502L8V,SDU VMDC Ent,SDU-RTP10,4
001C797,CISCO,RACK-UCS,RTP10 SDU Lab,EE,30,020022838,ACTIVE,ROH12180145,SDU CVF,SDU-RTP10,2
001C799,CISCO,N7K-SUP2E,RTP10 SDU Lab,HH,07,020022838,ACTIVE,JAF1638APMB,SDU VMDC Ent,SDU-RTP10,4
001C79D,CISCO,RACK-UCS,RTP10 SDU Lab,EE,31,020022838,ACTIVE,ROH12180136,SDU CVF,SDU-RTP10,2
001C7A8,CISCO,RACK-UCS,RTP10 SDU Lab,FF,18,020022838,ACTIVE,ROH12180140,SDU CVF,SDU-RTP10,2
001C7AB,CISCO,RACK-UCS,RTP10 SDU Lab,EE,25,020022838,ACTIVE,ROH12180144,SDU CVF,SDU-RTP10,2
001C7AC,CISCO,ASA-SSP-60-INC,RTP10 SDU Lab,HH,12,020022838,ACTIVE,JAD163901EP,SDU VMDC Ent,SDU-RTP10,4
001C7AE,CISCO,RACK-UCS,RTP10 SDU Lab,FF,20,020022838,ACTIVE,ROH12090041,SDU CVF,SDU-RTP10,2
001C7BA,CISCO,ASA5585-S20X-K9,RTP10 SDU Lab,G,28,020022838,ACTIVE,JMX164070AB,SDU CVF,SDU-RTP10,2
001C7C2,CISCO,UCS-FI-E16UP,RTP10 SDU Lab,GG,07,020022838,ACTIVE,FOC155028EB,SDU VMDC Ent,SDU-RTP10,4
001C7CC,CISCO,RACK-UCS,RTP10 SDU Lab,FF,19,020022838,ACTIVE,ROH12180128,SDU CVF,SDU-RTP10,2
001C7E1,CISCO,RACK-UCS,RTP10 SDU Lab,FF,17,020022838,ACTIVE,ROH12180131,SDU CVF,SDU-RTP10,2
001E024,CISCO,WS-X6716-10GE,RTP10 SDU Lab,I,05,020022838,ACTIVE,SAD112205TK,SDU Spares,SDU-RTP10,3
001FA74,CISCO,ASA5585-S10X-K9,RTP10 SDU Lab,FF,26,020022838,ACTIVE,JMX1608702A,SDU CVF,SDU-RTP10,2
001FA78,CISCO,ASA-SSP-10-INC,RTP10 SDU Lab,FF,27,020022838,ACTIVE,JAF1549ACSE,SDU CVF,SDU-RTP10,2
001FA85,CISCO,N7K-C7010-FAB-2,RTP10 SDU Lab,HH,04,020022838,ACTIVE,JAF1613APLK,SDU VMDC Ent,SDU-RTP10,4
001FA89,CISCO,ASA-SSP-10-INC,RTP10 SDU Lab,FF,26,020022838,ACTIVE,JAF1605AGLR,SDU CVF,SDU-RTP10,2
001FA9D,CISCO,N7K-C7010-FAB-2,RTP10 SDU Lab,HH,05,020022838,STORED,JAF1613BKRQ,SDU VMDC Ent,SDU-RTP10,4
001FAA5,CISCO,ASA5585-S10X-K9,RTP10 SDU Lab,FF,27,020022838,ACTIVE,JMX16087029,SDU CVF,SDU-RTP10,2
001FAA6,SPIRENT COMMUNICATIONS,MX-10G-S8,RTP10 SDU Lab,GG,03,020022838,ACTIVE,E11331831,SDU VMDC Ent,SDU-RTP10,4
001FAAB,IXIA,LSM10G1-01,RTP10 SDU Lab,EE,06,020022838,ACTIVE,61773,SDU Spares,SDU-RTP10,3
001FAB2,CISCO,N7K-C7010-FAB-2,RTP10 SDU Lab,HH,06,020022838,ACTIVE,JAF1613BKQR,SDU VMDC Ent,SDU-RTP10,4
001FACD,CISCO,N3K-C3064PQ-10GE,RTP10 SDU Lab,F,24,020022838,ACTIVE,FOC1542R0QZ,SDU CVF,SDU-RTP10,2
001FAD7,CISCO,N3K-C3064PQ-10GE,RTP10 SDU Lab,F,29,020022838,ACTIVE,FOC1542R0P1,SDU CVF,SDU-RTP10,2
001FADC,CISCO,B230-BASE-M2,RTP10 SDU Lab,GG,06,020022838,ACTIVE,FCH160171R2,SDU VMDC Ent,SDU-RTP10,4
001FAEB,CISCO,N7K-C7010-FAB1-BUN,RTP10 SDU Lab,HH,09,020022838,ACTIVE,JAF1427AELF,SDU VMDC Ent,SDU-RTP10,4
002BF54,CISCO,N7K-C7010-FAB-2,RTP10 SDU Lab,HH,05,020022838,STORED,JAF1613BKNK,SDU VMDC Ent,SDU-RTP10,4
002BF56,CISCO,N7K-C7010-FAB-2,RTP10 SDU Lab,HH,06,020022838,ACTIVE,JAF1613BKPN,SDU VMDC Ent,SDU-RTP10,4
002BF59,CISCO,N7K-C7010-FAB-2,RTP10 SDU Lab,HH,06,020022838,ACTIVE,JAF1613BKQB,SDU VMDC Ent,SDU-RTP10,4
002BF5A,CISCO,N7K-C7010-FAB-2,RTP10 SDU Lab,HH,07,020022838,STORED,JAF1613BKSD,SDU VMDC Ent,SDU-RTP10,4
002BF5B,CISCO,N7K-C7010-FAB-2,RTP10 SDU Lab,HH,04,020022838,ACTIVE,JAF1613BKQH,SDU VMDC Ent,SDU-RTP10,4
002BF5D,CISCO,N7K-C7010-FAB-2,RTP10 SDU Lab,HH,05,020022838,STORED,JAF1613BKQM,SDU VMDC Ent,SDU-RTP10,4
002BF67,CISCO,N1K-C1010-X,RTP10 SDU Lab,GG,01,020022838,ACTIVE,QCI1614A8SC,SDU VMDC Ent,SDU-RTP10,4
002BF68,CISCO,N1K-C1010-X,RTP10 SDU Lab,GG,01,020022838,ACTIVE,QCI1614A8RV,SDU VMDC Ent,SDU-RTP10,4
002BF7B,CISCO,N7K-C7010-FAB-2,RTP10 SDU Lab,HH,07,020022838,STORED,JAF1613BLAG,SDU VMDC Ent,SDU-RTP10,4
002BF7C,CISCO,N7K-C7010-FAB-2,RTP10 SDU Lab,HH,07,020022838,STORED,JAF1613BLBA,SDU VMDC Ent,SDU-RTP10,4
002BF7D,CISCO,N7K-C7010-FAB-2,RTP10 SDU Lab,HH,04,020022838,ACTIVE,JAF1615AGMC,SDU VMDC Ent,SDU-RTP10,4
002C160,CISCO,UCS-FI-6248UP-UPG,RTP10 SDU Lab,G,23,020022838,ACTIVE,SSI16160DDZ,SDU CVF,SDU-RTP10,2
002C163,CISCO,UCS-FI-6248UP-UPG,RTP10 SDU Lab,G,23,020022838,ACTIVE,SSI16160DB1,SDU CVF,SDU-RTP10,2
002D0CE,CISCO,VS-S720-10G,RTP10 SDU Lab,I,01,020022838,ACTIVE,SAL1333W4Y8,SDU Spares,SDU-RTP10,3
002D26A,CISCO,N2K-C2248TF-1GE,RTP10 SDU Lab,EE,07,020022838,ACTIVE,SSI150602P4,SDU Spares,SDU-RTP10,3
002D37E,CISCO,7600-SIP-400,RTP10 SDU Lab,DD,26,020022838,ACTIVE,JAE15040IT7,SDU Spares,SDU-RTP10,3
002D3A8,CISCO,76-ES+T-4TG,RTP10 SDU Lab,DD,26,020022838,ACTIVE,JAE141703LN,SDU Spares,SDU-RTP10,3
002D75B,ECLIPSE,INTEL CORE 2 DESKTOP,RTP10 SDU Lab,CC,19,020022838,ACTIVE,973630,SDU Spares,SDU-RTP10,3
002D75C,ECLIPSE,INTEL CORE 2 DESKTOP,RTP10 SDU Lab,CC,19,020022838,ACTIVE,973627,SDU Spares,SDU-RTP10,3
002D77D,CISCO,N2K-C2248TF-1GE,RTP10 SDU Lab,D,14,020022838,ACTIVE,SSI150602BM,SDU Spares,SDU-RTP10,3
002D79D,ECLIPSE,INTEL CORE 2 DESKTOP,RTP10 SDU Lab,CC,19,020022838,ACTIVE,973626,SDU Spares,SDU-RTP10,3
002D79E,ECLIPSE,INTEL CORE 2 DESKTOP,RTP10 SDU Lab,CC,19,020022838,ACTIVE,NVSN-002D79E,SDU Spares,SDU-RTP10,3
002D828,CISCO,WS-X6748-GE-TX,RTP10 SDU Lab,EE,28,020022838,ACTIVE,SAL08527T7W,SDU CVF,SDU-RTP10,2
002D832,CISCO,N2K-C2248TF-1GE,RTP10 SDU Lab,EE,07,020022838,ACTIVE,SSI150602BW,SDU Spares,SDU-RTP10,3
002D854,CISCO,N20-B6620-1,RTP10 SDU Lab,EE,07,020022838,ACTIVE,QCI1401033H,SDU Spares,SDU-RTP10,3
002D881,CISCO,7600-ES20-10G3CXL,RTP10 SDU Lab,DD,26,020022838,ACTIVE,JAB11130125,SDU Spares,SDU-RTP10,3
002D883,CISCO,7600-SIP-400,RTP10 SDU Lab,DD,26,020022838,ACTIVE,JAB094102HQ,SDU Spares,SDU-RTP10,3
002D899,CISCO,N20-B6620-1,RTP10 SDU Lab,EE,07,020022838,ACTIVE,QCI1327001X,SDU Spares,SDU-RTP10,3
002D951,CISCO,ACE20-MOD-K9,RTP10 SDU Lab,DD,26,020022838,ACTIVE,SAD1251025C,SDU Spares,SDU-RTP10,3
002DA7F,CISCO,ASA5580-40-10GE-K9,RTP10 SDU Lab,EE,29,020022838,ACTIVE,USE937N4GF,SDU CVF,SDU-RTP10,2
002DA80,CISCO,ASA5580-40-10GE-K9,RTP10 SDU Lab,EE,29,020022838,ACTIVE,USE935N536,SDU CVF,SDU-RTP10,2
002DA83,NETAPP,RACK 116-00076,RTP10 SDU Lab,GG,31,020022838,ACTIVE,116-00269 B0,SDU Spares,SDU-RTP10,3
002DA84,EMC2,SYMMETRIX,RTP10 SDU Lab,GG,20,020022838,ACTIVE,NVSN-002DA84,SDU Spares,SDU-RTP10,3
002DA85,EMC2,SYMMETRIX,RTP10 SDU Lab,GG,22,020022838,ACTIVE,NVSN-002DA85,SDU Spares,SDU-RTP10,3
002DA86,EMC2,SYMMETRIX,RTP10 SDU Lab,GG,23,020022838,ACTIVE,NVSN-002DA86,SDU Spares,SDU-RTP10,3
002DB00,CISCO,N20-C6508-UPG,RTP10 SDU Lab,EE,29,020022838,ACTIVE,FOX1448GPEU,SDU CVF,SDU-RTP10,2
002DB0E,CISCO,DS-C9506-K9,RTP10 SDU Lab,JJ,26,020022838,ACTIVE,FOX1347GTBH,SDU Spares,SDU-RTP10,3
002DB1D,CISCO,WS-X6708-10G-3CXL,RTP10 SDU Lab,DD,27,020022838,ACTIVE,BUNDLE103685964,SDU Spares,SDU-RTP10,3
002DB1F,CISCO,WS-SVC-FWM-1-K9,RTP10 SDU Lab,DD,27,020022838,ACTIVE,SAD083603UD,SDU Spares,SDU-RTP10,3
002DB32,CISCO,DS-C9506-K9,RTP10 SDU Lab,JJ,26,020022838,ACTIVE,FOX1347GRM9,SDU Spares,SDU-RTP10,3
002DB38,CISCO,ACE20-MOD-K9,RTP10 SDU Lab,DD,26,020022838,ACTIVE,SAD13430150,SDU Spares,SDU-RTP10,3
002DC3E,CISCO,ASR1000-SIP10,RTP10 SDU Lab,DD,29,020022838,ACTIVE,JAE14063V1G,SDU Spares,SDU-RTP10,3
002DC3F,CISCO,ASR1000-SIP10,RTP10 SDU Lab,DD,25,020022838,ACTIVE,JAE14063V33,SDU Spares,SDU-RTP10,3
002DC46,CISCO,ASR1000-ESP20,RTP10 SDU Lab,DD,25,020022838,ACTIVE,JAE14063PHI,SDU Spares,SDU-RTP10,3
002DC47,CISCO,ASR1000-ESP20,RTP10 SDU Lab,DD,25,020022838,ACTIVE,JAE14063PH2,SDU Spares,SDU-RTP10,3
002DC4C,CISCO,WS-X6748-SFP,RTP10 SDU Lab,D,29,020022838,ACTIVE,SAL1114KKMU,SDU Spares,SDU-RTP10,3
002DC4F,CISCO,SPA-1X10GE-L-V2,RTP10 SDU Lab,DD,26,020022838,ACTIVE,JAE14042L9N,SDU Spares,SDU-RTP10,3
002DC50,CISCO,SPA-1X10GE-L-V2,RTP10 SDU Lab,DD,26,020022838,ACTIVE,JAE1215END1,SDU Spares,SDU-RTP10,3
002DC5B,CISCO,ASR1000-SIP10,RTP10 SDU Lab,DD,25,020022838,ACTIVE,JAE14063V3N,SDU Spares,SDU-RTP10,3
002DC64,CISCO,WS-SUP720-3BXL,RTP10 SDU Lab,I,09,020022838,ACTIVE,SAL1109J295,SDU Spares,SDU-RTP10,3
002DC65,CISCO,WS-X6704-10GE,RTP10 SDU Lab,I,07,020022838,ACTIVE,SAL10019EXM,SDU Spares,SDU-RTP10,3
002DC68,CISCO,WS-SUP720-3BXL,RTP10 SDU Lab,I,09,020022838,ACTIVE,SAL1101CTDP,SDU Spares,SDU-RTP10,3
002DC6E,CISCO,N20-B6620-2-UPG,RTP10 SDU Lab,E,06,020022838,ACTIVE,QCI140202CS,SDU Spares,SDU-RTP10,3
002DC6F,CISCO,N20-B6620-2,RTP10 SDU Lab,E,06,020022838,ACTIVE,QCI1404A1DG,SDU Spares,SDU-RTP10,3
002DDBD,CISCO,MCS7828I4-K9-BE7,RTP10 SDU Lab,D,21,020022838,ACTIVE,KQVBAZX,SDU Spares,SDU-RTP10,3
002DDBE,CISCO,MCS-7825-I4-CCX1,RTP10 SDU Lab,D,21,020022838,ACTIVE,KQZGNGB,SDU Spares,SDU-RTP10,3
002DDBF,CISCO,MCS-7825-I4-CCX1,RTP10 SDU Lab,D,21,020022838,ACTIVE,KQXVKXH,SDU Spares,SDU-RTP10,3
002DDC0,CISCO,MCS-7816-I4-CCX1,RTP10 SDU Lab,D,21,020022838,ACTIVE,KQVYCCK,SDU Spares,SDU-RTP10,3
002DDC4,CISCO,WS-X6704-10GE,RTP10 SDU Lab,DD,27,020022838,ACTIVE,SAD09120842,SDU Spares,SDU-RTP10,3
002DDC5,CISCO,WS-X6704-10GE,RTP10 SDU Lab,CC,05,020022838,ACTIVE,SAL11402ZZ8,SDU CVF,SDU-RTP10,2
002DDC7,CISCO,MCS7825I4-K9-UCB1,RTP10 SDU Lab,D,21,020022838,ACTIVE,KQXVGBW,SDU Spares,SDU-RTP10,3
002DDC8,CISCO,MCS7828I4-K9-BE7,RTP10 SDU Lab,D,21,020022838,ACTIVE,KQVZKPF,SDU Spares,SDU-RTP10,3
002DDCD,CISCO,WS-X6724-SFP,RTP10 SDU Lab,D,29,020022838,ACTIVE,SAL08363JNU,SDU Spares,SDU-RTP10,3
002DDD7,CISCO,MCS-7825-H2-CCX1,RTP10 SDU Lab,D,21,020022838,ACTIVE,USM727027D,SDU Spares,SDU-RTP10,3
002DDDF,CISCO,GSR4/80-AC,RTP10 SDU Lab,JJ,08,020022838,ACTIVE,TBA09170055,SDU Spares,SDU-RTP10,3
002DDE0,CISCO,12000-SIP-601,RTP10 SDU Lab,JJ,08,020022838,ACTIVE,SAD12030525,SDU Spares,SDU-RTP10,3
002DDE1,CISCO,SPA-1X10GE-L-V2,RTP10 SDU Lab,EE,27,020022838,ACTIVE,JAE1219H35T,SDU CVF,SDU-RTP10,2
002DDE2,CISCO,SPA-5X1GE-V2,RTP10 SDU Lab,JJ,08,020022838,ACTIVE,JAB111100NG,SDU Spares,SDU-RTP10,3
002DDE3,CISCO,SPA-1X10GE-L-V2,RTP10 SDU Lab,EE,27,020022838,ACTIVE,JAE12035KKO,SDU CVF,SDU-RTP10,2
002DDE4,CISCO,12000-SIP-601,RTP10 SDU Lab,JJ,08,020022838,ACTIVE,SAD10400A6B,SDU Spares,SDU-RTP10,3
002DDE5,CISCO,SPA-1X10GE-L-V2,RTP10 SDU Lab,EE,28,020022838,ACTIVE,JAE12035KRL,SDU CVF,SDU-RTP10,2
002DDE7,CISCO,PRP-2,RTP10 SDU Lab,JJ,08,020022838,ACTIVE,SAD111603K2,SDU Spares,SDU-RTP10,3
002DDE8,CISCO,PRP-2,RTP10 SDU Lab,JJ,08,020022838,ACTIVE,SAD092302HK,SDU Spares,SDU-RTP10,3
002DDE9,CISCO,GSR4-FABRIC/ALRM,RTP10 SDU Lab,JJ,08,020022838,ACTIVE,SAL0825A9L3,SDU Spares,SDU-RTP10,3
002E1F4,CISCO,NM-2FE2W-V2,RTP10 SDU Lab,II,13,020022838,ACTIVE,JAE08116356,SDU Spares,SDU-RTP10,3
002E20A,CISCO,WS-X6748-SFP,RTP10 SDU Lab,D,29,020022838,ACTIVE,SAL1208GPWB,SDU Spares,SDU-RTP10,3
002E4EB,CISCO,WS-SUP720-3BXL,RTP10 SDU Lab,HH,13,020022838,ACTIVE,SAL09169QXJ,SDU VMDC Ent,SDU-RTP10,4
002E4F1,CISCO,WS-X6704-10GE,RTP10 SDU Lab,EE,31,020022838,ACTIVE,SAD1115020H,SDU CVF,SDU-RTP10,2
002E4F4,CISCO,WS-X6548-GE-TX,RTP10 SDU Lab,DD,28,020022838,ACTIVE,SAD080207L2,SDU Spares,SDU-RTP10,3
002E5DD,CISCO,HWICD-9ESW,RTP10 SDU Lab,II,05,020022838,ACTIVE,FOC14342ZPY,SDU Spares,SDU-RTP10,3
002E5FE,CISCO,CISCO1941/K9,RTP10 SDU Lab,II,05,020022838,ACTIVE,NVSN-002E5FE,SDU Spares,SDU-RTP10,3
002E601,NETAPP,FAS2020,RTP10 SDU Lab,EE,06,020022838,ACTIVE,SNNO-002E601,SDU Spares,SDU-RTP10,3
002E60D,CISCO,HWICD-9ESW,RTP10 SDU Lab,II,05,020022838,ACTIVE,FOC14342ZT9,SDU Spares,SDU-RTP10,3
002E62F,CISCO,CISCO1941/K9,RTP10 SDU Lab,II,05,020022838,ACTIVE,FTX143802EU,SDU Spares,SDU-RTP10,3
002E65C,CISCO,WS-C4948-10GE-S,RTP10 SDU Lab,I,09,020022838,ACTIVE,FOX1220G7YR,SDU Spares,SDU-RTP10,3
002E67C,CISCO,WS-SUP720-3BXL,RTP10 SDU Lab,I,06,020022838,ACTIVE,SAD09100238,SDU Spares,SDU-RTP10,3
002E67D,CISCO,WS-X6748-SFP,RTP10 SDU Lab,D,29,020022838,ACTIVE,SAL1113K705,SDU Spares,SDU-RTP10,3
002E67E,CISCO,WS-X6704-10GE,RTP10 SDU Lab,I,07,020022838,ACTIVE,SAL1430NVL3,SDU Spares,SDU-RTP10,3
002E681,CISCO,WS-C6509-E,RTP10 SDU Lab,CC,05,020022838,ACTIVE,SMG1050N6XC,SDU CVF,SDU-RTP10,2
002E682,CISCO,WS-X6748-GE-TX,RTP10 SDU Lab,DD,28,020022838,ACTIVE,SAL1028VABE,SDU Spares,SDU-RTP10,3
002E683,CISCO,ACE20-MOD-K9,RTP10 SDU Lab,DD,27,020022838,ACTIVE,SAL14491HWU,SDU Spares,SDU-RTP10,3
002E686,CISCO,WS-SVC-FWM-1,RTP10 SDU Lab,DD,27,020022838,ACTIVE,NVSN-002E686,SDU Spares,SDU-RTP10,3
002E687,CISCO,WS-X6704-10GE,RTP10 SDU Lab,EE,28,020022838,ACTIVE,NVSN-002E687,SDU CVF,SDU-RTP10,2
002E689,CISCO,WS-C6509-E,RTP10 SDU Lab,CC,06,020022838,ACTIVE,SMG1150NKJ6,SDU CVF,SDU-RTP10,2
002E68C,CISCO,WS-SVC-FWM-1-K9,RTP10 SDU Lab,DD,27,020022838,ACTIVE,SAL14512M8C,SDU Spares,SDU-RTP10,3
002E693,CISCO,7600-SIP-600,RTP10 SDU Lab,DD,26,020022838,ACTIVE,JAB110101BU,SDU Spares,SDU-RTP10,3
